X (mm),Y (mm),Label
77.16312057,7.716312057,1
77.04964539,7.602836879,1
77.16312057,7.602836879,1
77.16312057,7.489361702,1
77.27659574,7.489361702,1
77.16312057,7.375886525,1
77.27659574,7.375886525,1
77.27659574,7.262411348,1
77.39007092,7.262411348,1
77.27659574,7.14893617,1
77.39007092,7.14893617,1
77.39007092,7.035460993,1
77.5035461,7.035460993,1
77.39007092,6.921985816,1
77.5035461,6.921985816,1
77.5035461,6.808510638,1
77.61702128,6.808510638,1
77.61702128,6.695035461,1
77.5035461,6.695035461,1
77.73049645,6.581560284,1
77.61702128,6.581560284,1
77.61702128,6.468085106,1
77.5035461,6.468085106,1
77.61702128,6.354609929,1
77.5035461,6.354609929,1
77.73049645,6.241134752,1
77.61702128,6.241134752,1
77.61702128,6.127659574,1
77.5035461,6.127659574,1
77.61702128,6.014184397,1
77.5035461,6.014184397,1
77.61702128,5.90070922,1
77.5035461,5.90070922,1
77.5035461,5.787234043,1
77.39007092,5.787234043,1
77.5035461,5.673758865,1
77.39007092,5.673758865,1
77.5035461,5.560283688,1
77.39007092,5.560283688,1
77.5035461,5.446808511,1
77.39007092,5.446808511,1
77.39007092,5.333333333,1
77.27659574,5.333333333,1
77.27659574,5.219858156,1
77.16312057,5.219858156,1
77.27659574,5.106382979,1
77.16312057,5.106382979,1
77.16312057,4.992907801,1
77.04964539,4.992907801,1
77.16312057,4.879432624,1
77.04964539,4.879432624,1
77.16312057,4.765957447,1
77.04964539,4.765957447,1
77.04964539,4.65248227,1
76.93617021,4.65248227,1
77.04964539,4.539007092,1
76.93617021,4.539007092,1
77.04964539,4.425531915,1
76.93617021,4.425531915,1
77.04964539,4.312056738,1
76.93617021,4.312056738,1
77.04964539,4.19858156,1
76.93617021,4.19858156,1
77.04964539,4.085106383,1
76.93617021,4.085106383,1
77.04964539,3.971631206,1
77.16312057,3.858156028,1
76.93617021,3.971631206,1
77.27659574,3.744680851,1
77.04964539,3.858156028,1
77.16312057,3.744680851,1
76.93617021,3.858156028,1
77.04964539,3.744680851,1
77.16312057,3.631205674,1
77.04964539,3.631205674,1
76.93617021,3.631205674,1
76.93617021,3.517730496,1
76.82269504,3.517730496,1
76.93617021,3.404255319,1
76.82269504,3.404255319,1
76.82269504,3.290780142,1
76.70921986,3.290780142,1
76.82269504,3.177304965,1
76.70921986,3.177304965,1
76.70921986,3.063829787,1
76.59574468,3.063829787,1
76.59574468,2.95035461,1
76.4822695,2.95035461,1
76.36879433,2.95035461,1
76.4822695,2.836879433,1
76.25531915,2.95035461,1
76.36879433,2.836879433,1
76.14184397,2.95035461,1
76.25531915,2.836879433,1
76.14184397,2.836879433,1
76.02836879,2.836879433,1
76.02836879,2.723404255,1
75.91489362,2.836879433,1
75.91489362,2.723404255,1
75.80141844,2.836879433,1
75.80141844,2.723404255,1
75.68794326,2.723404255,1
75.68794326,2.609929078,1
75.57446809,2.723404255,1
75.57446809,2.609929078,1
75.46099291,2.609929078,1
75.34751773,2.723404255,1
75.46099291,2.496453901,1
75.34751773,2.609929078,1
75.23404255,2.723404255,1
75.23404255,2.609929078,1
75.12056738,2.723404255,1
75.12056738,2.609929078,1
75.0070922,2.723404255,1
75.0070922,2.609929078,1
74.89361702,2.723404255,1
74.89361702,2.609929078,1
74.78014184,2.723404255,1
74.78014184,2.609929078,1
74.66666667,2.723404255,1
74.66666667,2.609929078,1
74.55319149,2.723404255,1
74.55319149,2.609929078,1
74.43971631,2.609929078,1
74.43971631,2.496453901,1
74.32624113,2.609929078,1
74.32624113,2.496453901,1
74.21276596,2.496453901,1
74.21276596,2.382978723,1
74.09929078,2.496453901,1
74.09929078,2.382978723,1
74.09929078,2.269503546,1
73.9858156,2.382978723,1
73.9858156,2.269503546,1
73.9858156,2.156028369,1
73.87234043,2.156028369,1
73.87234043,2.042553191,1
73.75886525,2.042553191,1
73.75886525,1.929078014,1
73.64539007,1.929078014,1
73.64539007,1.815602837,1
73.53191489,1.815602837,1
73.53191489,1.70212766,1
73.41843972,1.70212766,1
73.41843972,1.588652482,1
73.41843972,1.475177305,1
73.30496454,1.588652482,1
73.30496454,1.475177305,1
73.30496454,1.361702128,1
73.19148936,1.588652482,1
73.19148936,1.475177305,1
73.07801418,1.475177305,1
73.07801418,1.361702128,1
73.07801418,1.24822695,1
72.96453901,1.361702128,1
72.96453901,1.24822695,1
72.96453901,1.134751773,1
72.85106383,1.24822695,1
72.85106383,1.134751773,1
72.73758865,1.361702128,1
72.73758865,1.24822695,1
72.62411348,1.361702128,1
72.62411348,1.24822695,1
72.5106383,1.361702128,1
72.5106383,1.24822695,1
72.39716312,1.361702128,1
72.39716312,1.24822695,1
72.28368794,1.361702128,1
72.28368794,1.24822695,1
18.72340426,2.723404255,2
18.72340426,2.836879433,2
18.60992908,2.723404255,2
18.60992908,2.836879433,2
18.4964539,2.836879433,2
18.4964539,2.95035461,2
18.38297872,2.836879433,2
18.38297872,2.95035461,2
18.26950355,2.836879433,2
18.26950355,2.95035461,2
18.15602837,2.95035461,2
18.15602837,3.063829787,2
18.04255319,2.95035461,2
18.04255319,3.063829787,2
17.92907801,2.95035461,2
17.92907801,3.063829787,2
17.81560284,3.063829787,2
17.81560284,3.177304965,2
17.70212766,3.063829787,2
17.70212766,3.177304965,2
17.58865248,3.063829787,2
17.58865248,3.177304965,2
17.4751773,3.177304965,2
17.4751773,3.290780142,2
17.36170213,3.063829787,2
17.36170213,3.177304965,2
17.24822695,3.177304965,2
17.24822695,3.290780142,2
17.13475177,3.290780142,2
17.13475177,3.404255319,2
17.0212766,3.177304965,2
17.0212766,3.290780142,2
16.90780142,3.290780142,2
16.90780142,3.404255319,2
16.79432624,3.404255319,2
16.79432624,3.517730496,2
16.68085106,3.404255319,2
16.68085106,3.517730496,2
16.56737589,3.517730496,2
16.56737589,3.631205674,2
16.45390071,3.517730496,2
16.45390071,3.631205674,2
16.34042553,3.631205674,2
16.34042553,3.744680851,2
16.22695035,3.744680851,2
16.22695035,3.858156028,2
16.11347518,3.858156028,2
16.11347518,3.971631206,2
16,3.858156028,2
16,3.971631206,2
15.88652482,3.971631206,2
15.88652482,4.085106383,2
15.77304965,4.085106383,2
15.77304965,4.19858156,2
15.65957447,4.19858156,2
15.65957447,4.312056738,2
15.54609929,4.312056738,2
15.54609929,4.425531915,2
15.43262411,4.425531915,2
15.43262411,4.539007092,2
15.31914894,4.425531915,2
15.31914894,4.539007092,2
15.20567376,4.425531915,2
15.20567376,4.539007092,2
15.09219858,4.539007092,2
15.20567376,4.65248227,2
15.09219858,4.65248227,2
15.20567376,4.765957447,2
15.09219858,4.765957447,2
15.20567376,4.879432624,2
15.09219858,4.879432624,2
15.09219858,4.992907801,2
14.9787234,4.992907801,2
15.09219858,5.106382979,2
14.9787234,5.106382979,2
14.9787234,5.219858156,2
14.86524823,5.219858156,2
14.9787234,5.333333333,2
14.86524823,5.333333333,2
14.86524823,5.446808511,2
14.75177305,5.446808511,2
14.75177305,5.560283688,2
14.63829787,5.560283688,2
14.63829787,5.673758865,2
14.5248227,5.673758865,2
14.5248227,5.787234043,2
14.63829787,5.90070922,2
14.41134752,5.787234043,2
14.5248227,5.90070922,2
14.5248227,6.014184397,2
14.41134752,6.014184397,2
14.41134752,6.127659574,2
14.29787234,6.127659574,2
14.5248227,6.241134752,2
14.41134752,6.241134752,2
14.29787234,6.241134752,2
14.18439716,6.241134752,2
14.41134752,6.354609929,2
14.29787234,6.354609929,2
14.18439716,6.354609929,2
14.29787234,6.468085106,2
14.18439716,6.468085106,2
14.29787234,6.581560284,2
14.18439716,6.581560284,2
14.29787234,6.695035461,2
14.18439716,6.695035461,2
14.29787234,6.808510638,2
14.18439716,6.808510638,2
14.18439716,6.921985816,2
14.07092199,6.921985816,2
14.18439716,7.035460993,2
14.07092199,7.035460993,2
14.18439716,7.14893617,2
14.07092199,7.14893617,2
14.18439716,7.262411348,2
14.07092199,7.262411348,2
14.07092199,7.375886525,2
13.95744681,7.375886525,2
14.07092199,7.489361702,2
13.95744681,7.489361702,2
13.95744681,7.602836879,2
13.84397163,7.602836879,2
13.95744681,7.716312057,2
13.84397163,7.716312057,2
13.95744681,7.829787234,2
13.84397163,7.829787234,2
13.95744681,7.943262411,2
13.84397163,7.943262411,2
13.95744681,8.056737589,2
13.84397163,8.056737589,2
13.84397163,8.170212766,2
13.95744681,8.170212766,2
13.84397163,8.283687943,2
13.95744681,8.283687943,2
13.84397163,8.397163121,2
13.95744681,8.397163121,2
13.84397163,8.510638298,2
13.95744681,8.510638298,2
13.73049645,8.624113475,2
13.84397163,8.624113475,2
13.84397163,8.737588652,2
13.95744681,8.737588652,2
13.73049645,8.85106383,2
13.84397163,8.85106383,2
13.84397163,8.964539007,2
13.95744681,8.964539007,2
13.84397163,9.078014184,2
13.95744681,9.078014184,2
13.84397163,9.191489362,2
13.95744681,9.191489362,2
13.84397163,9.304964539,2
13.95744681,9.304964539,2
13.84397163,9.418439716,2
13.95744681,9.418439716,2
13.73049645,9.531914894,2
13.84397163,9.531914894,2
13.84397163,9.645390071,2
13.95744681,9.645390071,2
13.84397163,9.758865248,2
13.95744681,9.758865248,2
13.84397163,9.872340426,2
13.95744681,9.872340426,2
13.84397163,9.985815603,2
13.95744681,9.985815603,2
13.73049645,10.09929078,2
13.84397163,10.09929078,2
13.73049645,10.21276596,2
13.84397163,10.21276596,2
13.84397163,10.32624113,2
13.95744681,10.32624113,2
13.84397163,10.43971631,2
13.95744681,10.43971631,2
13.84397163,10.55319149,2
13.95744681,10.55319149,2
13.84397163,10.66666667,2
13.95744681,10.66666667,2
13.84397163,10.78014184,2
13.95744681,10.78014184,2
13.95744681,10.89361702,2
14.07092199,10.89361702,2
13.95744681,11.0070922,2
14.07092199,11.0070922,2
13.95744681,11.12056738,2
14.07092199,11.12056738,2
14.07092199,11.23404255,2
14.18439716,11.23404255,2
14.07092199,11.34751773,2
14.18439716,11.34751773,2
14.07092199,11.46099291,2
14.18439716,11.46099291,2
14.18439716,11.57446809,2
14.29787234,11.57446809,2
14.29787234,11.68794326,2
14.41134752,11.68794326,2
14.41134752,11.80141844,2
14.5248227,11.80141844,2
14.5248227,11.91489362,2
14.63829787,11.91489362,2
14.63829787,12.02836879,2
14.75177305,12.02836879,2
14.75177305,12.14184397,2
14.86524823,12.14184397,2
14.86524823,12.25531915,2
14.9787234,12.14184397,2
14.9787234,12.25531915,2
15.09219858,12.25531915,2
15.09219858,12.36879433,2
15.20567376,12.36879433,2
15.20567376,12.4822695,2
15.31914894,12.4822695,2
15.31914894,12.59574468,2
15.43262411,12.4822695,2
15.43262411,12.59574468,2
15.54609929,12.59574468,2
15.43262411,12.82269504,2
15.54609929,12.70921986,2
15.54609929,12.82269504,2
15.65957447,12.70921986,2
15.54609929,12.93617021,2
15.65957447,12.82269504,2
15.77304965,12.70921986,2
15.65957447,12.93617021,2
15.77304965,12.82269504,2
15.88652482,12.70921986,2
15.88652482,12.82269504,2
16,12.70921986,2
16,12.82269504,2
16.11347518,12.82269504,2
16.11347518,12.93617021,2
16.22695035,12.82269504,2
16.22695035,12.93617021,2
16.34042553,12.82269504,2
16.34042553,12.93617021,2
16.45390071,12.82269504,2
16.45390071,12.93617021,2
16.56737589,12.82269504,2
16.56737589,12.93617021,2
16.68085106,12.82269504,2
16.68085106,12.93617021,2
16.79432624,12.93617021,2
16.79432624,13.04964539,2
16.90780142,12.93617021,2
16.90780142,13.04964539,2
17.0212766,12.93617021,2
17.0212766,13.04964539,2
17.13475177,12.93617021,2
17.13475177,13.04964539,2
17.24822695,12.93617021,2
17.24822695,13.04964539,2
17.36170213,12.93617021,2
17.36170213,13.04964539,2
17.4751773,12.93617021,2
17.4751773,13.04964539,2
17.58865248,12.93617021,2
17.58865248,13.04964539,2
17.70212766,13.04964539,2
17.70212766,13.16312057,2
17.81560284,13.04964539,2
17.81560284,13.16312057,2
17.92907801,13.16312057,2
17.92907801,13.27659574,2
18.04255319,13.04964539,2
18.04255319,13.16312057,2
18.15602837,13.16312057,2
18.15602837,13.27659574,2
18.26950355,13.16312057,2
18.26950355,13.27659574,2
18.38297872,13.16312057,2
18.38297872,13.27659574,2
18.4964539,13.16312057,2
18.4964539,13.27659574,2
18.60992908,13.16312057,2
18.60992908,13.27659574,2
18.72340426,13.16312057,2
18.72340426,13.27659574,2
18.83687943,13.27659574,2
18.83687943,13.16312057,2
18.95035461,13.27659574,2
18.95035461,13.16312057,2
19.06382979,13.27659574,2
19.06382979,13.16312057,2
19.17730496,13.27659574,2
19.17730496,13.16312057,2
19.29078014,13.16312057,2
19.29078014,13.04964539,2
19.40425532,13.16312057,2
19.40425532,13.04964539,2
19.5177305,13.16312057,2
19.5177305,13.04964539,2
19.63120567,13.04964539,2
19.63120567,12.93617021,2
19.74468085,13.04964539,2
19.74468085,12.93617021,2
19.85815603,13.04964539,2
19.85815603,12.93617021,2
19.97163121,13.04964539,2
19.97163121,12.93617021,2
20.08510638,13.04964539,2
20.08510638,12.93617021,2
20.19858156,12.93617021,2
20.19858156,12.82269504,2
20.31205674,12.93617021,2
20.31205674,12.82269504,2
20.42553191,12.93617021,2
20.42553191,12.82269504,2
20.53900709,12.82269504,2
20.53900709,12.70921986,2
20.65248227,12.82269504,2
20.65248227,12.70921986,2
20.76595745,12.82269504,2
20.76595745,12.70921986,2
20.87943262,12.70921986,2
20.87943262,12.59574468,2
20.9929078,12.70921986,2
20.9929078,12.59574468,2
21.10638298,12.70921986,2
21.10638298,12.59574468,2
21.10638298,12.4822695,2
21.21985816,12.59574468,2
21.21985816,12.4822695,2
21.21985816,12.36879433,2
21.33333333,12.4822695,2
21.33333333,12.36879433,2
21.44680851,12.4822695,2
21.56028369,12.59574468,2
21.44680851,12.36879433,2
21.56028369,12.4822695,2
21.56028369,12.36879433,2
21.67375887,12.4822695,2
21.56028369,12.25531915,2
21.67375887,12.36879433,2
21.67375887,12.25531915,2
21.67375887,12.14184397,2
21.78723404,12.25531915,2
21.78723404,12.14184397,2
21.90070922,12.14184397,2
21.90070922,12.02836879,2
22.0141844,12.02836879,2
22.0141844,11.91489362,2
22.12765957,11.91489362,2
22.12765957,11.80141844,2
22.24113475,11.80141844,2
22.24113475,11.68794326,2
22.35460993,11.80141844,2
22.35460993,11.68794326,2
22.46808511,11.68794326,2
22.46808511,11.57446809,2
22.58156028,11.57446809,2
22.58156028,11.46099291,2
22.69503546,11.46099291,2
22.69503546,11.34751773,2
22.80851064,11.34751773,2
22.69503546,11.23404255,2
22.80851064,11.23404255,2
22.80851064,11.12056738,2
22.92198582,11.12056738,2
22.80851064,11.0070922,2
22.92198582,11.0070922,2
22.92198582,10.89361702,2
23.03546099,10.89361702,2
22.92198582,10.78014184,2
23.03546099,10.78014184,2
23.03546099,10.66666667,2
23.14893617,10.66666667,2
23.03546099,10.55319149,2
23.14893617,10.55319149,2
23.03546099,10.43971631,2
23.14893617,10.43971631,2
23.03546099,10.32624113,2
23.14893617,10.32624113,2
23.26241135,10.32624113,2
23.37588652,10.32624113,2
23.14893617,10.21276596,2
23.26241135,10.21276596,2
23.37588652,10.21276596,2
23.14893617,10.09929078,2
23.4893617,10.21276596,2
23.26241135,10.09929078,2
23.37588652,10.09929078,2
23.26241135,9.985815603,2
23.37588652,9.985815603,2
23.26241135,9.872340426,2
23.37588652,9.872340426,2
23.26241135,9.758865248,2
23.37588652,9.758865248,2
23.26241135,9.645390071,2
23.37588652,9.645390071,2
23.26241135,9.531914894,2
23.37588652,9.531914894,2
23.26241135,9.418439716,2
23.37588652,9.418439716,2
23.26241135,9.304964539,2
23.37588652,9.304964539,2
23.37588652,9.191489362,2
23.4893617,9.191489362,2
23.37588652,9.078014184,2
23.4893617,9.078014184,2
23.4893617,8.964539007,2
23.60283688,8.964539007,2
23.37588652,8.85106383,2
23.4893617,8.85106383,2
23.4893617,8.737588652,2
23.60283688,8.737588652,2
23.4893617,8.624113475,2
23.60283688,8.624113475,2
23.4893617,8.510638298,2
23.60283688,8.510638298,2
23.4893617,8.397163121,2
23.60283688,8.397163121,2
23.4893617,8.283687943,2
23.60283688,8.283687943,2
23.4893617,8.170212766,2
23.60283688,8.170212766,2
23.60283688,8.056737589,2
23.4893617,8.056737589,2
23.71631206,7.943262411,2
23.60283688,7.943262411,2
23.71631206,7.829787234,2
23.60283688,7.829787234,2
23.71631206,7.716312057,2
